Date,SKU,Quantity,Revenue,Current_Stock
2024-06-29,HOODIE-002,6,240,488
2024-06-30,HOODIE-002,4,160,463
2024-07-01,HOODIE-002,4,160,402
2024-07-02,HOODIE-002,4,160,248
2024-07-03,HOODIE-002,4,160,326
2024-07-04,HOODIE-002,6,240,139
2024-07-05,HOODIE-002,5,200,341
2024-07-06,HOODIE-002,5,200,299
2024-07-07,HOODIE-002,4,160,302
2024-07-08,HOODIE-002,4,160,336
2024-07-09,HOODIE-002,4,160,280
2024-07-10,HOODIE-002,3,120,336
2024-07-11,HOODIE-002,4,160,457
2024-07-12,HOODIE-002,5,200,287
2024-07-13,HOODIE-002,4,160,406
2024-07-14,HOODIE-002,4,160,431
2024-07-15,HOODIE-002,5,200,189
2024-07-16,HOODIE-002,4,160,480
2024-07-17,HOODIE-002,4,160,319
2024-07-18,HOODIE-002,4,160,261
2024-07-19,HOODIE-002,4,160,346
2024-07-20,HOODIE-002,3,120,200
2024-07-21,HOODIE-002,4,160,210
2024-07-22,HOODIE-002,3,120,281
2024-07-23,HOODIE-002,4,160,434
2024-07-24,HOODIE-002,3,120,307
2024-07-25,HOODIE-002,4,160,107
2024-07-26,HOODIE-002,3,120,265
2024-07-27,HOODIE-002,4,160,436
2024-07-28,HOODIE-002,4,160,262
2024-07-29,HOODIE-002,3,120,465
2024-07-30,HOODIE-002,3,120,242
2024-07-31,HOODIE-002,3,120,409
2024-08-01,HOODIE-002,4,160,344
2024-08-02,HOODIE-002,4,160,262
2024-08-03,HOODIE-002,3,120,125
2024-08-04,HOODIE-002,3,120,402
2024-08-05,HOODIE-002,2,80,297
2024-08-06,HOODIE-002,3,120,158
2024-08-07,HOODIE-002,3,120,372
2024-08-08,HOODIE-002,3,120,348
2024-08-09,HOODIE-002,3,120,483
2024-08-10,HOODIE-002,3,120,143
2024-08-11,HOODIE-002,3,120,338
2024-08-12,HOODIE-002,2,80,436
2024-08-13,HOODIE-002,2,80,262
2024-08-14,HOODIE-002,3,120,221
2024-08-15,HOODIE-002,3,120,416
2024-08-16,HOODIE-002,3,120,480
2024-08-17,HOODIE-002,2,80,164
2024-08-18,HOODIE-002,2,80,454
2024-08-19,HOODIE-002,2,80,413
2024-08-20,HOODIE-002,2,80,227
2024-08-21,HOODIE-002,2,80,338
2024-08-22,HOODIE-002,3,120,423
2024-08-23,HOODIE-002,2,80,499
2024-08-24,HOODIE-002,3,120,289
2024-08-25,HOODIE-002,2,80,451
2024-08-26,HOODIE-002,2,80,336
2024-08-27,HOODIE-002,2,80,235
2024-08-28,HOODIE-002,3,120,379
2024-08-29,HOODIE-002,3,120,170
2024-08-30,HOODIE-002,2,80,463
2024-08-31,HOODIE-002,2,80,412
2024-09-01,HOODIE-002,3,120,385
2024-09-02,HOODIE-002,2,80,296
2024-09-03,HOODIE-002,3,120,472
2024-09-04,HOODIE-002,3,120,270
2024-09-05,HOODIE-002,2,80,481
2024-09-06,HOODIE-002,2,80,489
2024-09-07,HOODIE-002,2,80,221
2024-09-08,HOODIE-002,2,80,192
2024-09-09,HOODIE-002,2,80,105
2024-09-10,HOODIE-002,2,80,477
2024-09-11,HOODIE-002,2,80,195
2024-09-12,HOODIE-002,2,80,105
2024-09-13,HOODIE-002,2,80,211
2024-09-14,HOODIE-002,2,80,205
2024-09-15,HOODIE-002,2,80,238
2024-09-16,HOODIE-002,2,80,436
2024-09-17,HOODIE-002,2,80,396
2024-09-18,HOODIE-002,2,80,390
2024-09-19,HOODIE-002,2,80,121
2024-09-20,HOODIE-002,2,80,346
2024-09-21,HOODIE-002,2,80,366
2024-09-22,HOODIE-002,3,120,492
2024-09-23,HOODIE-002,2,80,415
2024-09-24,HOODIE-002,2,80,117
2024-09-25,HOODIE-002,1,40,212
2024-09-26,HOODIE-002,2,80,301
2024-09-27,HOODIE-002,2,80,182
2024-09-28,HOODIE-002,2,80,471
2024-09-29,HOODIE-002,2,80,355
2024-09-30,HOODIE-002,2,80,124
2024-10-01,HOODIE-002,2,80,173
2024-10-02,HOODIE-002,2,80,124
2024-10-03,HOODIE-002,2,80,433
2024-10-04,HOODIE-002,2,80,365
2024-10-05,HOODIE-002,2,80,198
2024-10-06,HOODIE-002,2,80,313
2024-10-07,HOODIE-002,2,80,272
2024-10-08,HOODIE-002,2,80,481
2024-10-09,HOODIE-002,2,80,163
2024-10-10,HOODIE-002,2,80,286
2024-10-11,HOODIE-002,2,80,445
2024-10-12,HOODIE-002,2,80,397
2024-10-13,HOODIE-002,2,80,175
2024-10-14,HOODIE-002,2,80,345
2024-10-15,HOODIE-002,1,40,229
2024-10-16,HOODIE-002,2,80,178
2024-10-17,HOODIE-002,2,80,171
2024-10-18,HOODIE-002,2,80,162
2024-10-19,HOODIE-002,2,80,479
2024-10-20,HOODIE-002,3,120,116
2024-10-21,HOODIE-002,2,80,162
2024-10-22,HOODIE-002,2,80,107
2024-10-23,HOODIE-002,2,80,424
2024-10-24,HOODIE-002,2,80,200
2024-10-25,HOODIE-002,2,80,250
2024-10-26,HOODIE-002,3,120,279
2024-10-27,HOODIE-002,2,80,223
2024-10-28,HOODIE-002,3,120,498
2024-10-29,HOODIE-002,3,120,327
2024-10-30,HOODIE-002,3,120,205
2024-10-31,HOODIE-002,3,120,120
2022-01-01,JEANS-003,5,200,384
2022-01-02,JEANS-003,5,200,247
2022-01-03,JEANS-003,4,160,485
2022-01-04,JEANS-003,6,240,323
2022-01-05,JEANS-003,4,160,455
2022-01-06,JEANS-003,5,200,129
2022-01-07,JEANS-003,6,240,240
2022-01-08,JEANS-003,4,160,417
2022-01-09,JEANS-003,4,160,428
2022-01-10,JEANS-003,4,160,330
2022-01-11,JEANS-003,5,200,215
2022-01-12,JEANS-003,4,160,338
2022-01-13,JEANS-003,5,200,387
2022-01-14,JEANS-003,5,200,487
2022-01-15,JEANS-003,6,240,377
2022-01-16,JEANS-003,7,280,423
2022-01-17,JEANS-003,5,200,397
2022-01-18,JEANS-003,5,200,236
2022-01-19,JEANS-003,6,240,288
2022-01-20,JEANS-003,7,280,438
2022-01-21,JEANS-003,4,160,293
2022-01-22,JEANS-003,4,160,415
2022-01-23,JEANS-003,5,200,115
2022-01-24,JEANS-003,7,280,401
2022-01-25,JEANS-003,5,200,187
2022-01-26,JEANS-003,5,200,228
2022-01-27,JEANS-003,6,240,495
2022-01-28,JEANS-003,8,320,194
2022-01-29,JEANS-003,5,200,420
2022-01-30,JEANS-003,3,120,146
2022-01-31,JEANS-003,6,240,485
2022-02-01,JEANS-003,5,200,205
2022-02-02,JEANS-003,7,280,111
2022-02-03,JEANS-003,6,240,294
2022-02-04,JEANS-003,7,280,404
2022-02-05,JEANS-003,8,320,243
2022-02-06,JEANS-003,5,200,195
2022-02-07,JEANS-003,6,240,480
2022-02-08,JEANS-003,7,280,324
2022-02-09,JEANS-003,6,240,432
2022-02-10,JEANS-003,7,280,402
2022-02-11,JEANS-003,7,280,345
2022-02-12,JEANS-003,6,240,341
2022-02-13,JEANS-003,5,200,462
2022-02-14,JEANS-003,7,280,111
2022-02-15,JEANS-003,5,200,172
2022-02-16,JEANS-003,6,240,451
2022-02-17,JEANS-003,6,240,325
2022-02-18,JEANS-003,6,240,165
2022-02-19,JEANS-003,8,320,420
2022-02-20,JEANS-003,8,320,485
2022-02-21,JEANS-003,7,280,258
2022-02-22,JEANS-003,6,240,114
2022-02-23,JEANS-003,8,320,111
2022-02-24,JEANS-003,5,200,458
2022-02-25,JEANS-003,7,280,379
2022-02-26,JEANS-003,7,280,456
2022-02-27,JEANS-003,4,160,245
2022-02-28,JEANS-003,7,280,413
2022-03-01,JEANS-003,6,240,431
2022-03-02,JEANS-003,7,280,272
2022-03-03,JEANS-003,7,280,121
2022-03-04,JEANS-003,9,360,455
2022-03-05,JEANS-003,7,280,316
2022-03-06,JEANS-003,8,320,247
2022-03-07,JEANS-003,6,240,117
2022-03-08,JEANS-003,5,200,464
2022-03-09,JEANS-003,7,280,222
2022-03-10,JEANS-003,6,240,330
2022-03-11,JEANS-003,6,240,305
2022-03-12,JEANS-003,6,240,186
2022-03-13,JEANS-003,8,320,241
2022-03-14,JEANS-003,7,280,360
2022-03-15,JEANS-003,3,120,208
2022-03-16,JEANS-003,7,280,355
2022-03-17,JEANS-003,8,320,478
2022-03-18,JEANS-003,8,320,344
2022-03-19,JEANS-003,7,280,386
2022-03-20,JEANS-003,8,320,209
2022-03-21,JEANS-003,5,200,289
2022-03-22,JEANS-003,8,320,350
2022-03-23,JEANS-003,7,280,311
2022-03-24,JEANS-003,8,320,425
2022-03-25,JEANS-003,10,400,194
2022-03-26,JEANS-003,9,360,318
2022-03-27,JEANS-003,5,200,188
2022-03-28,JEANS-003,7,280,442
2022-03-29,JEANS-003,4,160,195
2022-03-30,JEANS-003,9,360,317
2022-03-31,JEANS-003,4,160,115
2022-04-01,JEANS-003,6,240,210
2022-04-02,JEANS-003,8,320,228
2022-04-03,JEANS-003,9,360,425
2022-04-04,JEANS-003,6,240,107
2022-04-05,JEANS-003,6,240,230
2022-04-06,JEANS-003,7,280,287
2022-04-07,JEANS-003,7,280,303
2022-04-08,JEANS-003,6,240,311
2022-04-09,JEANS-003,8,320,359
2022-04-10,JEANS-003,8,320,342
2022-04-11,JEANS-003,9,360,272
2022-04-12,JEANS-003,7,280,270
2022-04-13,JEANS-003,6,240,464
2022-04-14,JEANS-003,5,200,441
2022-04-15,JEANS-003,6,240,299
2022-04-16,JEANS-003,6,240,397
2022-04-17,JEANS-003,5,200,398
2022-04-18,JEANS-003,7,280,176
2022-04-19,JEANS-003,6,240,310
2022-04-20,JEANS-003,7,280,339
2022-04-21,JEANS-003,7,280,366
2022-04-22,JEANS-003,6,240,253
2022-04-23,JEANS-003,7,280,197
2022-04-24,JEANS-003,7,280,374
2022-04-25,JEANS-003,6,240,329
2022-04-26,JEANS-003,8,320,468
2022-04-27,JEANS-003,8,320,331
2022-04-28,JEANS-003,7,280,427
2022-04-29,JEANS-003,8,320,475
2022-04-30,JEANS-003,7,280,362
2022-05-01,JEANS-003,6,240,495
2022-05-02,JEANS-003,9,360,253
2022-05-03,JEANS-003,6,240,150
2022-05-04,JEANS-003,8,320,216
2022-05-05,JEANS-003,8,320,307
2022-05-06,JEANS-003,7,280,476
2022-05-07,JEANS-003,7,280,106
2022-05-08,JEANS-003,7,280,465
2022-05-09,JEANS-003,5,200,314
2022-05-10,JEANS-003,5,200,378
2022-05-11,JEANS-003,7,280,412
2022-05-12,JEANS-003,5,200,125
2022-05-13,JEANS-003,6,240,452
2022-05-14,JEANS-003,8,320,263
2022-05-15,JEANS-003,5,200,337
2022-05-16,JEANS-003,6,240,192
2022-05-17,JEANS-003,6,240,316
2022-05-18,JEANS-003,7,280,457
2022-05-19,JEANS-003,8,320,163
2022-05-20,JEANS-003,5,200,345
2022-05-21,JEANS-003,6,240,186
2022-05-22,JEANS-003,6,240,316
2022-05-23,JEANS-003,6,240,309
2022-05-24,JEANS-003,7,280,268
2022-05-25,JEANS-003,5,200,480
2022-05-26,JEANS-003,5,200,405
2022-05-27,JEANS-003,4,160,100
2022-05-28,JEANS-003,5,200,335
2022-05-29,JEANS-003,5,200,231
2022-05-30,JEANS-003,5,200,317
2022-05-31,JEANS-003,5,200,107
2022-06-01,JEANS-003,6,240,352
2022-06-02,JEANS-003,5,200,343
2022-06-03,JEANS-003,5,200,222
2022-06-04,JEANS-003,6,240,476
2022-06-05,JEANS-003,7,280,245
2022-06-06,JEANS-003,7,280,130
2022-06-07,JEANS-003,6,240,359
2022-06-08,JEANS-003,6,240,138
2022-06-09,JEANS-003,8,320,231
2022-06-10,JEANS-003,5,200,165
2022-06-11,JEANS-003,4,160,207
2022-06-12,JEANS-003,5,200,189
2022-06-13,JEANS-003,6,240,280
2022-06-14,JEANS-003,6,240,482
2022-06-15,JEANS-003,4,160,445
2022-06-16,JEANS-003,6,240,194
2022-06-17,JEANS-003,3,120,353
2022-06-18,JEANS-003,5,200,132
2022-06-19,JEANS-003,5,200,328
2022-06-20,JEANS-003,5,200,492
2022-06-21,JEANS-003,6,240,345
2022-06-22,JEANS-003,4,160,370
2022-06-23,JEANS-003,5,200,357
2022-06-24,JEANS-003,4,160,373
2022-06-25,JEANS-003,6,240,358
2022-06-26,JEANS-003,5,200,285
2022-06-27,JEANS-003,4,160,463
2022-06-28,JEANS-003,5,200,468
2022-06-29,JEANS-003,6,240,197
2022-06-30,JEANS-003,5,200,271
2022-07-01,JEANS-003,6,240,482
2022-07-02,JEANS-003,5,200,284
2022-07-03,JEANS-003,5,200,184
2022-07-04,JEANS-003,5,200,497
2022-07-05,JEANS-003,4,160,266
2022-07-06,JEANS-003,3,120,218
2022-07-07,JEANS-003,5,200,364
2022-07-08,JEANS-003,5,200,152
2022-07-09,JEANS-003,5,200,429
2022-07-10,JEANS-003,3,120,222
2022-07-11,JEANS-003,5,200,466
2022-07-12,JEANS-003,4,160,128
2022-07-13,JEANS-003,4,160,134
2022-07-14,JEANS-003,4,160,176
2022-07-15,JEANS-003,4,160,448
2022-07-16,JEANS-003,2,80,221
2022-07-17,JEANS-003,4,160,439
2022-07-18,JEANS-003,4,160,144
2022-07-19,JEANS-003,4,160,235
2022-07-20,JEANS-003,5,200,108
2022-07-21,JEANS-003,5,200,415
2022-07-22,JEANS-003,3,120,426
2022-07-23,JEANS-003,3,120,114
2022-07-24,JEANS-003,4,160,377
2022-07-25,JEANS-003,4,160,212
2022-07-26,JEANS-003,3,120,307
2022-07-27,JEANS-003,4,160,209
2022-07-28,JEANS-003,2,80,405
2022-07-29,JEANS-003,2,80,111
2022-07-30,JEANS-003,4,160,476
2022-07-31,JEANS-003,4,160,378
2022-08-01,JEANS-003,4,160,245
2022-08-02,JEANS-003,2,80,414
2022-08-03,JEANS-003,3,120,210
2022-08-04,JEANS-003,4,160,236
2022-08-05,JEANS-003,3,120,167
2022-08-06,JEANS-003,3,120,401
2022-08-07,JEANS-003,3,120,379
2022-08-08,JEANS-003,3,120,193
2022-08-09,JEANS-003,2,80,247
2022-08-10,JEANS-003,3,120,217
2022-08-11,JEANS-003,2,80,400
2022-08-12,JEANS-003,3,120,469
2022-08-13,JEANS-003,3,120,213
2022-08-14,JEANS-003,2,80,210
2022-08-15,JEANS-003,3,120,134
2022-08-16,JEANS-003,2,80,408
2022-08-17,JEANS-003,3,120,144
2022-08-18,JEANS-003,3,120,315
2022-08-19,JEANS-003,2,80,474
2022-08-20,JEANS-003,2,80,313
2022-08-21,JEANS-003,3,120,437
2022-08-22,JEANS-003,2,80,175
2022-08-23,JEANS-003,2,80,286
2022-08-24,JEANS-003,3,120,388
2022-08-25,JEANS-003,3,120,352
2022-08-26,JEANS-003,3,120,225
2022-08-27,JEANS-003,3,120,197
2022-08-28,JEANS-003,2,80,226
2022-08-29,JEANS-003,3,120,432
2022-08-30,JEANS-003,1,40,225
2022-08-31,JEANS-003,2,80,115
2022-09-01,JEANS-003,2,80,127
2022-09-02,JEANS-003,2,80,145
2022-09-03,JEANS-003,3,120,427
2022-09-04,JEANS-003,3,120,462
2022-09-05,JEANS-003,2,80,451
2022-09-06,JEANS-003,3,120,442
2022-09-07,JEANS-003,2,80,324
2022-09-08,JEANS-003,2,80,446
2022-09-09,JEANS-003,2,80,400
2022-09-10,JEANS-003,2,80,234
2022-09-11,JEANS-003,2,80,149
2022-09-12,JEANS-003,2,80,446
2022-09-13,JEANS-003,2,80,236
2022-09-14,JEANS-003,2,80,120
2022-09-15,JEANS-003,3,120,189
2022-09-16,JEANS-003,2,80,276
2022-09-17,JEANS-003,2,80,442
2022-09-18,JEANS-003,2,80,191
2022-09-19,JEANS-003,2,80,127
2022-09-20,JEANS-003,1,40,396
2022-09-21,JEANS-003,2,80,233
2022-09-22,JEANS-003,2,80,489
2022-09-23,JEANS-003,2,80,174
2022-09-24,JEANS-003,2,80,472
2022-09-25,JEANS-003,2,80,454
2022-09-26,JEANS-003,2,80,443
2022-09-27,JEANS-003,3,120,336
2022-09-28,JEANS-003,2,80,252
2022-09-29,JEANS-003,2,80,225
2022-09-30,JEANS-003,2,80,325
2022-10-01,JEANS-003,2,80,320
2022-10-02,JEANS-003,2,80,115
2022-10-03,JEANS-003,2,80,281
2022-10-04,JEANS-003,2,80,435
2022-10-05,JEANS-003,2,80,335
2022-10-06,JEANS-003,2,80,444
2022-10-07,JEANS-003,2,80,480
2022-10-08,JEANS-003,3,120,169
2022-10-09,JEANS-003,3,120,451
2022-10-10,JEANS-003,2,80,386
2022-10-11,JEANS-003,2,80,109
2022-10-12,JEANS-003,1,40,187
2022-10-13,JEANS-003,2,80,343
2022-10-14,JEANS-003,3,120,103
2022-10-15,JEANS-003,1,40,290
2022-10-16,JEANS-003,2,80,253
2022-10-17,JEANS-003,2,80,487
2022-10-18,JEANS-003,2,80,476
2022-10-19,JEANS-003,2,80,407
2022-10-20,JEANS-003,3,120,178
2022-10-21,JEANS-003,3,120,245
2022-10-22,JEANS-003,2,80,359
2022-10-23,JEANS-003,2,80,208
2022-10-24,JEANS-003,2,80,107
2022-10-25,JEANS-003,3,120,166
2022-10-26,JEANS-003,2,80,198
2022-10-27,JEANS-003,2,80,397
2022-10-28,JEANS-003,2,80,367
2022-10-29,JEANS-003,3,120,136
2022-10-30,JEANS-003,3,120,407
2022-10-31,JEANS-003,2,80,298
2022-11-01,JEANS-003,4,160,378
2022-11-02,JEANS-003,3,120,202
2022-11-03,JEANS-003,5,200,250
2022-11-04,JEANS-003,5,200,256
2022-11-05,JEANS-003,6,240,322
2022-11-06,JEANS-003,4,160,188
2022-11-07,JEANS-003,5,200,282
2022-11-08,JEANS-003,4,160,308
2022-11-09,JEANS-003,7,280,474
2022-11-10,JEANS-003,4,160,169
2022-11-11,JEANS-003,4,160,174
2022-11-12,JEANS-003,5,200,473
2022-11-13,JEANS-003,6,240,313
2022-11-14,JEANS-003,4,160,414
2022-11-15,JEANS-003,5,200,417
2022-11-16,JEANS-003,5,200,243
2022-11-17,JEANS-003,6,240,114
2022-11-18,JEANS-003,6,240,316
2022-11-19,JEANS-003,7,280,369
2022-11-20,JEANS-003,5,200,457
2022-11-21,JEANS-003,5,200,404
2022-11-22,JEANS-003,6,240,243
2022-11-23,JEANS-003,5,200,171
2022-11-24,JEANS-003,6,240,309
2022-11-25,JEANS-003,7,280,141
2022-11-26,JEANS-003,5,200,372
2022-11-27,JEANS-003,7,280,254
2022-11-28,JEANS-003,6,240,109
2022-11-29,JEANS-003,6,240,314
2022-11-30,JEANS-003,7,280,233
2022-12-01,JEANS-003,6,240,436
2022-12-02,JEANS-003,9,360,273
2022-12-03,JEANS-003,8,320,214
2022-12-04,JEANS-003,11,440,481
2022-12-05,JEANS-003,9,360,265
2022-12-06,JEANS-003,7,280,288
2022-12-07,JEANS-003,10,400,321
2022-12-08,JEANS-003,7,280,414
2022-12-09,JEANS-003,10,400,492
2022-12-10,JEANS-003,8,320,208
2022-12-11,JEANS-003,10,400,411
2022-12-12,JEANS-003,10,400,295
2022-12-13,JEANS-003,11,440,336
2022-12-14,JEANS-003,11,440,203
2022-12-15,JEANS-003,9,360,186
2022-12-16,JEANS-003,9,360,140
2022-12-17,JEANS-003,10,400,277
2022-12-18,JEANS-003,11,440,162
2022-12-19,JEANS-003,10,400,482
2022-12-20,JEANS-003,12,480,308
2022-12-21,JEANS-003,11,440,323
2022-12-22,JEANS-003,9,360,102
2022-12-23,JEANS-003,9,360,215
2022-12-24,JEANS-003,10,400,369
2022-12-25,JEANS-003,12,480,194
2022-12-26,JEANS-003,12,480,372
2022-12-27,JEANS-003,9,360,437
2022-12-28,JEANS-003,10,400,149
2022-12-29,JEANS-003,9,360,178
2022-12-30,JEANS-003,8,320,169
2022-12-31,JEANS-003,12,480,346
2023-01-01,JEANS-003,4,160,363
2023-01-02,JEANS-003,5,200,460
2023-01-03,JEANS-003,6,240,453
2023-01-04,JEANS-003,4,160,355
2023-01-05,JEANS-003,6,240,321
2023-01-06,JEANS-003,5,200,133
2023-01-07,JEANS-003,5,200,178
2023-01-08,JEANS-003,4,160,197
2023-01-09,JEANS-003,4,160,181
2023-01-10,JEANS-003,6,240,291
2023-01-11,JEANS-003,5,200,352
2023-01-12,JEANS-003,4,160,446
2023-01-13,JEANS-003,5,200,409
2023-01-14,JEANS-003,3,120,188
2023-01-15,JEANS-003,4,160,155
2023-01-16,JEANS-003,3,120,344
2023-01-17,JEANS-003,7,280,121
2023-01-18,JEANS-003,6,240,221
2023-01-19,JEANS-003,5,200,227
2023-01-20,JEANS-003,4,160,229
2023-01-21,JEANS-003,3,120,231
2023-01-22,JEANS-003,4,160,489
2023-01-23,JEANS-003,6,240,180
2023-01-24,JEANS-003,6,240,247
2023-01-25,JEANS-003,6,240,115
2023-01-26,JEANS-003,7,280,300
2023-01-27,JEANS-003,4,160,296
2023-01-28,JEANS-003,6,240,313
2023-01-29,JEANS-003,8,320,377
2023-01-30,JEANS-003,6,240,350
2023-01-31,JEANS-003,6,240,465
2023-02-01,JEANS-003,6,240,482
2023-02-02,JEANS-003,6,240,196
2023-02-03,JEANS-003,5,200,224
2023-02-04,JEANS-003,7,280,181
2023-02-05,JEANS-003,6,240,260
2023-02-06,JEANS-003,6,240,383
2023-02-07,JEANS-003,7,280,287
2023-02-08,JEANS-003,5,200,169
2023-02-09,JEANS-003,6,240,469
2023-02-10,JEANS-003,6,240,461
2023-02-11,JEANS-003,7,280,117
2023-02-12,JEANS-003,5,200,281
2023-02-13,JEANS-003,6,240,394
2023-02-14,JEANS-003,4,160,288
2023-02-15,JEANS-003,7,280,281
2023-02-16,JEANS-003,6,240,385
2023-02-17,JEANS-003,6,240,422
2023-02-18,JEANS-003,8,320,170
2023-02-19,JEANS-003,7,280,395
2023-02-20,JEANS-003,6,240,169
2023-02-21,JEANS-003,7,280,404
2023-02-22,JEANS-003,5,200,151
2023-02-23,JEANS-003,6,240,433
2023-02-24,JEANS-003,7,280,108
2023-02-25,JEANS-003,7,280,227
2023-02-26,JEANS-003,6,240,119
2023-02-27,JEANS-003,5,200,123
2023-02-28,JEANS-003,6,240,483
2023-03-01,JEANS-003,5,200,198
2023-03-02,JEANS-003,7,280,161
2023-03-03,JEANS-003,8,320,311
2023-03-04,JEANS-003,6,240,225
2023-03-05,JEANS-003,4,160,197
2023-03-06,JEANS-003,7,280,130
2023-03-07,JEANS-003,8,320,221
2023-03-08,JEANS-003,6,240,372
2023-03-09,JEANS-003,8,320,306
2023-03-10,JEANS-003,6,240,209
2023-03-11,JEANS-003,7,280,474
2023-03-12,JEANS-003,7,280,156
2023-03-13,JEANS-003,7,280,297
2023-03-14,JEANS-003,6,240,420
2023-03-15,JEANS-003,7,280,160
2023-03-16,JEANS-003,7,280,153
2023-03-17,JEANS-003,7,280,164
2023-03-18,JEANS-003,7,280,199
2023-03-19,JEANS-003,6,240,434
2023-03-20,JEANS-003,6,240,261
2023-03-21,JEANS-003,5,200,177
2023-03-22,JEANS-003,5,200,115
2023-03-23,JEANS-003,8,320,109
2023-03-24,JEANS-003,6,240,224
2023-03-25,JEANS-003,8,320,249
2023-03-26,JEANS-003,7,280,387
2023-03-27,JEANS-003,9,360,338
2023-03-28,JEANS-003,6,240,157
2023-03-29,JEANS-003,7,280,144
2023-03-30,JEANS-003,6,240,196
2023-03-31,JEANS-003,7,280,208
2023-04-01,JEANS-003,7,280,154
2023-04-02,JEANS-003,8,320,416
2023-04-03,JEANS-003,7,280,229
2023-04-04,JEANS-003,7,280,186
2023-04-05,JEANS-003,7,280,393
2023-04-06,JEANS-003,8,320,253
2023-04-07,JEANS-003,6,240,134
2023-04-08,JEANS-003,6,240,133
2023-04-09,JEANS-003,8,320,196
2023-04-10,JEANS-003,7,280,181
2023-04-11,JEANS-003,8,320,142
2023-04-12,JEANS-003,7,280,369
2023-04-13,JEANS-003,6,240,279
2023-04-14,JEANS-003,5,200,170
2023-04-15,JEANS-003,8,320,189
2023-04-16,JEANS-003,8,320,225
2023-04-17,JEANS-003,7,280,308
2023-04-18,JEANS-003,7,280,269
2023-04-19,JEANS-003,7,280,406
2023-04-20,JEANS-003,8,320,140
2023-04-21,JEANS-003,9,360,131
2023-04-22,JEANS-003,8,320,308
2023-04-23,JEANS-003,6,240,419
2023-04-24,JEANS-003,8,320,229
2023-04-25,JEANS-003,7,280,226
2023-04-26,JEANS-003,8,320,377
2023-04-27,JEANS-003,6,240,302
2023-04-28,JEANS-003,7,280,216
2023-04-29,JEANS-003,6,240,265
2023-04-30,JEANS-003,7,280,465
2023-05-01,JEANS-003,5,200,219
2023-05-02,JEANS-003,5,200,412
2023-05-03,JEANS-003,7,280,229
2023-05-04,JEANS-003,5,200,236
2023-05-05,JEANS-003,6,240,423
2023-05-06,JEANS-003,7,280,282
2023-05-07,JEANS-003,8,320,251
2023-05-08,JEANS-003,6,240,144
2023-05-09,JEANS-003,8,320,181
2023-05-10,JEANS-003,7,280,256
2023-05-11,JEANS-003,6,240,322
2023-05-12,JEANS-003,6,240,475
2023-05-13,JEANS-003,6,240,475
2023-05-14,JEANS-003,6,240,304
2023-05-15,JEANS-003,6,240,178
2023-05-16,JEANS-003,5,200,346
2023-05-17,JEANS-003,6,240,118
2023-05-18,JEANS-003,6,240,253
2023-05-19,JEANS-003,5,200,253
2023-05-20,JEANS-003,7,280,280
2023-05-21,JEANS-003,5,200,230
2023-05-22,JEANS-003,7,280,372
2023-05-23,JEANS-003,6,240,175
2023-05-24,JEANS-003,6,240,462
2023-05-25,JEANS-003,7,280,148
2023-05-26,JEANS-003,6,240,407
2023-05-27,JEANS-003,7,280,455
2023-05-28,JEANS-003,6,240,401
2023-05-29,JEANS-003,6,240,455
2023-05-30,JEANS-003,6,240,417
2023-05-31,JEANS-003,6,240,228
2023-06-01,JEANS-003,6,240,243
2023-06-02,JEANS-003,5,200,299
2023-06-03,JEANS-003,5,200,499
2023-06-04,JEANS-003,7,280,247
2023-06-05,JEANS-003,6,240,398
2023-06-06,JEANS-003,5,200,253
2023-06-07,JEANS-003,5,200,125
2023-06-08,JEANS-003,5,200,220
2023-06-09,JEANS-003,4,160,167
2023-06-10,JEANS-003,5,200,352
2023-06-11,JEANS-003,7,280,207
2023-06-12,JEANS-003,4,160,385
2023-06-13,JEANS-003,7,280,481
2023-06-14,JEANS-003,6,240,197
2023-06-15,JEANS-003,5,200,403
2023-06-16,JEANS-003,7,280,165
2023-06-17,JEANS-003,5,200,304
2023-06-18,JEANS-003,5,200,378
2023-06-19,JEANS-003,4,160,229
2023-06-20,JEANS-003,5,200,183
2023-06-21,JEANS-003,7,280,199
2023-06-22,JEANS-003,5,200,177
2023-06-23,JEANS-003,3,120,337
2023-06-24,JEANS-003,6,240,233
2023-06-25,JEANS-003,4,160,117
2023-06-26,JEANS-003,5,200,111
2023-06-27,JEANS-003,5,200,472
2023-06-28,JEANS-003,5,200,150
2023-06-29,JEANS-003,5,200,118
2023-06-30,JEANS-003,4,160,361
2023-07-01,JEANS-003,5,200,456
2023-07-02,JEANS-003,4,160,403
2023-07-03,JEANS-003,5,200,242
2023-07-04,JEANS-003,4,160,291
2023-07-05,JEANS-003,5,200,280
2023-07-06,JEANS-003,5,200,392
2023-07-07,JEANS-003,4,160,427
2023-07-08,JEANS-003,3,120,248
2023-07-09,JEANS-003,5,200,205
2023-07-10,JEANS-003,5,200,480
2023-07-11,JEANS-003,4,160,113
2023-07-12,JEANS-003,4,160,365
2023-07-13,JEANS-003,4,160,337
2023-07-14,JEANS-003,4,160,133
2023-07-15,JEANS-003,4,160,470
2023-07-16,JEANS-003,3,120,356
2023-07-17,JEANS-003,5,200,496
2023-07-18,JEANS-003,5,200,453
2023-07-19,JEANS-003,5,200,231
2023-07-20,JEANS-003,3,120,437
2023-07-21,JEANS-003,4,160,180
